"","","nuser","sess","AppAdvertisedID","CampaignID","CampaignTargetTypeID","CampaignCostTypeID","disp","clic","inst","lead","CTR","CVR"
"1",25,0,0,2082,2033,2,7,1607,85,0,0,0.0528,0
"2",25,0,0,2082,2083,2,7,659,0,0,0,0,0
"3",25,0,0,2082,2084,2,7,888,502,0,0,0.5653,0
"4",25,0,0,2082,2085,2,7,446,172,0,0,0.3856,0
"5",25,0,0,2082,2086,2,7,367,80,0,0,0.2179,0
"6",25,0,0,2082,2087,2,7,38,2,0,0,0.0526,0
"7",25,0,0,2082,2091,2,7,1235,25,0,0,0.0202,0
"8",25,0,0,2082,2093,2,7,327,8,0,0,0.0244,0
"9",25,0,0,2082,2094,2,7,183,2,0,0,0.0109,0
"10",25,0,0,2082,2095,2,7,269,4,0,0,0.0148,0
"11",25,0,0,2082,2097,2,7,407,57,0,0,0.14,0
"12",25,0,0,2082,2098,2,7,226,1,0,0,0.0044,0
"13",25,0,0,2082,2112,2,7,87,15,0,0,0.1724,0
"14",25,0,0,2082,2113,2,7,228,14,0,0,0.0614,0
"15",25,0,0,2082,2114,2,7,1254,20,0,0,0.0159,0
"16",25,0,0,2082,2129,2,7,1570,97,0,0,0.0617,0
"17",25,0,0,2082,2145,2,7,7,0,0,0,0,0
"18",25,0,0,2230,2249,1,3,967,69,0,0,0.0713,0
"19",25,0,0,2229,2258,1,3,706,38,0,0,0.0538,0
"20",25,0,0,2229,2260,2,3,422,19,0,0,0.045,0
"21",25,0,0,2229,2385,1,3,14,0,0,0,0,0
"22",25,0,0,2229,2388,1,3,220,7,0,0,0.0318,0
"23",25,0,0,2324,2427,2,3,533,20,0,0,0.0375,0
"24",25,0,0,2324,2428,2,3,135,9,0,0,0.0666,0
"25",25,0,0,2324,2433,2,3,448,19,0,0,0.0424,0
"26",25,0,0,2324,2434,2,3,210,7,0,0,0.0333,0
"27",25,0,0,2324,2435,2,3,41,1,0,0,0.0243,0
"28",25,0,0,2324,2436,2,3,10,1,0,0,0.1,0
"29",25,0,0,2324,2437,2,3,38,2,0,0,0.0526,0
"30",25,0,0,2324,2439,2,3,156,15,0,0,0.0961,0
"31",25,0,0,2241,2448,1,2,952,81,0,0,0.085,0
"32",25,0,0,2324,2452,2,3,410,15,0,0,0.0365,0
"33",26,0,0,2082,2033,2,7,6015,271,0,0,0.045,0
"34",26,0,0,2082,2083,2,7,2695,30,0,0,0.0111,0
"35",26,0,0,2082,2084,2,7,2441,1570,0,0,0.6431,0
"36",26,0,0,2082,2085,2,7,1371,185,0,0,0.1349,0
"37",26,0,0,2082,2086,2,7,1100,168,0,0,0.1527,0
"38",26,0,0,2082,2087,2,7,236,20,0,0,0.0847,0
"39",26,0,0,2082,2091,2,7,3722,206,0,0,0.0553,0
"40",26,0,0,2082,2093,2,7,2791,109,0,0,0.039,0
"41",26,0,0,2082,2094,2,7,530,36,0,0,0.0679,0
"42",26,0,0,2082,2095,2,7,869,44,0,0,0.0506,0
"43",26,0,0,2082,2097,2,7,1005,193,0,0,0.192,0
"44",26,0,0,2082,2098,2,7,756,14,0,0,0.0185,0
"45",26,0,0,2082,2112,2,7,297,50,0,0,0.1683,0
"46",26,0,0,2082,2113,2,7,1141,96,0,0,0.0841,0
"47",26,0,0,2082,2114,2,7,5345,337,0,0,0.063,0
"48",26,0,0,2082,2129,2,7,7518,473,0,0,0.0629,0
"49",26,0,0,2082,2145,2,7,203,3,0,0,0.0147,0
"50",26,0,0,2230,2249,1,3,2694,167,0,0,0.0619,0
"51",26,0,0,2229,2258,1,3,3547,176,0,0,0.0496,0
"52",26,0,0,2229,2260,2,3,1925,119,0,0,0.0618,0
"53",26,0,0,2229,2385,1,3,89,1,0,0,0.0112,0
"54",26,0,0,2229,2388,1,3,1040,36,0,0,0.0346,0
"55",26,0,0,2324,2427,2,3,2222,106,0,0,0.0477,0
"56",26,0,0,2324,2428,2,3,405,10,0,0,0.0246,0
"57",26,0,0,2324,2433,2,3,2806,126,0,0,0.0449,0
"58",26,0,0,2324,2434,2,3,722,17,0,0,0.0235,0
"59",26,0,0,2324,2435,2,3,386,9,0,0,0.0233,0
"60",26,0,0,2324,2436,2,3,176,3,0,0,0.017,0
"61",26,0,0,2324,2437,2,3,61,2,0,0,0.0327,0
"62",26,0,0,2324,2439,2,3,548,48,0,0,0.0875,0
"63",26,0,0,2241,2448,1,2,3769,315,0,0,0.0835,0
"64",26,0,0,2324,2452,2,3,4508,135,0,0,0.0299,0
"65",27,0,0,2082,2033,2,7,5881,76,0,0,0.0129,0
"66",27,0,0,2082,2083,2,7,2728,47,0,0,0.0172,0
"67",27,0,0,2082,2084,2,7,2719,1682,0,0,0.6186,0
"68",27,0,0,2082,2085,2,7,1198,99,0,0,0.0826,0
"69",27,0,0,2082,2086,2,7,1249,262,0,0,0.2097,0
"70",27,0,0,2082,2087,2,7,266,7,0,0,0.0263,0
"71",27,0,0,2082,2091,2,7,4257,202,0,0,0.0474,0
"72",27,0,0,2082,2093,2,7,2709,37,0,0,0.0136,0
"73",27,0,0,2082,2094,2,7,1073,42,0,0,0.0391,0
"74",27,0,0,2082,2095,2,7,891,46,0,0,0.0516,0
"75",27,0,0,2082,2097,2,7,1396,137,0,0,0.0981,0
"76",27,0,0,2082,2098,2,7,822,37,0,0,0.045,0
"77",27,0,0,2082,2112,2,7,318,53,0,0,0.1666,0
"78",27,0,0,2082,2113,2,7,1186,141,0,0,0.1188,0
"79",27,0,0,2082,2114,2,7,5506,448,0,0,0.0813,0
"80",27,0,0,2082,2129,2,7,7634,466,0,0,0.061,0
"81",27,0,0,2082,2145,2,7,175,3,0,0,0.0171,0
"82",27,0,0,2230,2249,1,3,2810,176,0,0,0.0626,0
"83",27,0,0,2229,2258,1,3,3739,167,0,0,0.0446,0
"84",27,0,0,2229,2260,2,3,2396,125,0,0,0.0521,0
"85",27,0,0,2229,2385,1,3,83,6,0,0,0.0722,0
"86",27,0,0,2229,2388,1,3,1209,48,0,0,0.0397,0
"87",27,0,0,2324,2427,2,3,2866,134,0,0,0.0467,0
"88",27,0,0,2324,2428,2,3,408,12,0,0,0.0294,0
"89",27,0,0,2324,2433,2,3,2508,85,0,0,0.0338,0
"90",27,0,0,2324,2434,2,3,759,26,0,0,0.0342,0
"91",27,0,0,2324,2435,2,3,373,6,0,0,0.016,0
"92",27,0,0,2324,2436,2,3,178,6,0,0,0.0337,0
"93",27,0,0,2324,2437,2,3,61,1,0,0,0.0163,0
"94",27,0,0,2324,2439,2,3,72,5,0,0,0.0694,0
"95",27,0,0,2241,2448,1,2,3769,302,0,0,0.0801,0
"96",27,0,0,2324,2452,2,3,4560,156,0,0,0.0342,0
"97",28,0,0,2082,2033,2,7,5371,224,0,0,0.0417,0
"98",28,0,0,2082,2083,2,7,2953,64,0,0,0.0216,0
"99",28,0,0,2082,2084,2,7,2448,960,0,0,0.3921,0
"100",28,0,0,2082,2085,2,7,1189,36,0,0,0.0302,0
"101",28,0,0,2082,2086,2,7,1276,679,0,0,0.5321,0
"102",28,0,0,2082,2087,2,7,236,8,0,0,0.0338,0
"103",28,0,0,2082,2091,2,7,3963,165,0,0,0.0416,0
"104",28,0,0,2082,2093,2,7,2942,48,0,0,0.0163,0
"105",28,0,0,2082,2094,2,7,1018,28,0,0,0.0275,0
"106",28,0,0,2082,2095,2,7,835,29,0,0,0.0347,0
"107",28,0,0,2082,2097,2,7,1339,84,0,0,0.0627,0
"108",28,0,0,2082,2098,2,7,742,45,0,0,0.0606,0
"109",28,0,0,2082,2112,2,7,342,60,0,0,0.1754,0
"110",28,0,0,2082,2113,2,7,1077,53,0,0,0.0492,0
"111",28,0,0,2082,2114,2,7,5224,242,0,0,0.0463,0
"112",28,0,0,2082,2129,2,7,7586,508,0,0,0.0669,0
"113",28,0,0,2082,2145,2,7,207,16,0,0,0.0772,0
"114",28,0,0,2230,2249,1,3,3062,205,0,0,0.0669,0
"115",28,0,0,2229,2258,1,3,4320,204,0,0,0.0472,0
"116",28,0,0,2229,2260,2,3,2253,99,0,0,0.0439,0
"117",28,0,0,2229,2385,1,3,79,3,0,0,0.0379,0
"118",28,0,0,2229,2388,1,3,411,17,0,0,0.0413,0
"119",28,0,0,2324,2427,2,3,3076,147,0,0,0.0477,0
"120",28,0,0,2324,2428,2,3,198,2,0,0,0.0101,0
"121",28,0,0,2324,2433,2,3,1697,62,0,0,0.0365,0
"122",28,0,0,2324,2434,2,3,317,11,0,0,0.0347,0
"123",28,0,0,2324,2435,2,3,386,14,0,0,0.0362,0
"124",28,0,0,2324,2436,2,3,190,4,0,0,0.021,0
"125",28,0,0,2324,2437,2,3,58,3,0,0,0.0517,0
"126",28,0,0,2324,2439,2,3,66,5,0,0,0.0757,0
"127",28,0,0,2241,2448,1,2,3767,293,0,0,0.0777,0
"128",28,0,0,2324,2452,2,3,4873,191,0,0,0.0391,0
"129",29,0,0,2082,2033,2,7,5275,93,0,0,0.0176,0
"130",29,0,0,2082,2083,2,7,3471,32,0,0,0.0092,0
"131",29,0,0,2082,2084,2,7,2563,780,0,0,0.3043,0
"132",29,0,0,2082,2085,2,7,1288,25,0,0,0.0194,0
"133",29,0,0,2082,2086,2,7,1191,303,0,0,0.2544,0
"134",29,0,0,2082,2087,2,7,255,19,0,0,0.0745,0
"135",29,0,0,2082,2091,2,7,3589,150,0,0,0.0417,0
"136",29,0,0,2082,2093,2,7,2643,35,0,0,0.0132,0
"137",29,0,0,2082,2094,2,7,1048,34,0,0,0.0324,0
"138",29,0,0,2082,2095,2,7,856,40,0,0,0.0467,0
"139",29,0,0,2082,2097,2,7,1284,77,0,0,0.0599,0
"140",29,0,0,2082,2098,2,7,792,60,0,0,0.0757,0
"141",29,0,0,2082,2112,2,7,415,84,0,0,0.2024,0
"142",29,0,0,2082,2113,2,7,1091,48,0,0,0.0439,0
"143",29,0,0,2082,2114,2,7,5154,253,0,0,0.049,0
"144",29,0,0,2082,2129,2,7,7531,518,0,0,0.0687,0
"145",29,0,0,2082,2145,2,7,180,24,0,0,0.1333,0
"146",29,0,0,2230,2249,1,3,3071,185,0,2,0.0602,0.0108
"147",29,0,0,2229,2258,1,3,4378,205,0,4,0.0468,0.0195
"148",29,0,0,2229,2260,2,3,2753,141,0,9,0.0512,0.0638
"149",29,0,0,2229,2385,1,3,113,9,0,0,0.0796,0
"150",29,0,0,2229,2388,1,3,2628,126,0,3,0.0479,0.0238
"151",29,0,0,2324,2427,2,3,2949,133,0,1,0.0451,0.0075
"152",29,0,0,2324,2435,2,3,415,5,0,0,0.012,0
"153",29,0,0,2324,2436,2,3,181,6,0,0,0.0331,0
"154",29,0,0,2324,2437,2,3,67,3,0,0,0.0447,0
"155",29,0,0,2324,2439,2,3,74,1,0,0,0.0135,0
"156",29,0,0,2241,2448,1,2,2719,199,24,0,0.0731,0.1206
"157",29,0,0,2324,2452,2,3,3143,97,0,0,0.0308,0
"158",30,0,0,2082,2033,2,7,6254,138,0,0,0.022,0
"159",30,0,0,2082,2083,2,7,3578,30,0,0,0.0083,0
"160",30,0,0,2082,2084,2,7,2313,844,0,0,0.3648,0
"161",30,0,0,2082,2085,2,7,1135,34,0,0,0.0299,0
"162",30,0,0,2082,2086,2,7,1234,80,0,0,0.0648,0
"163",30,0,0,2082,2087,2,7,229,10,0,0,0.0436,0
"164",30,0,0,2082,2091,2,7,3166,188,0,0,0.0593,0
"165",30,0,0,2082,2093,2,7,3638,53,0,0,0.0145,0
"166",30,0,0,2082,2094,2,7,1016,25,0,0,0.0246,0
"167",30,0,0,2082,2095,2,7,762,33,0,0,0.0433,0
"168",30,0,0,2082,2097,2,7,995,60,0,0,0.0603,0
"169",30,0,0,2082,2098,2,7,752,38,0,0,0.0505,0
"170",30,0,0,2082,2112,2,7,376,122,0,0,0.3244,0
"171",30,0,0,2082,2113,2,7,1039,35,0,0,0.0336,0
"172",30,0,0,2082,2114,2,7,5116,295,0,0,0.0576,0
"173",30,0,0,2082,2129,2,7,7265,540,0,0,0.0743,0
"174",30,0,0,2082,2145,2,7,205,18,0,0,0.0878,0
"175",30,0,0,2230,2249,1,3,2566,185,0,2,0.072,0.0108
"176",30,0,0,2229,2258,1,3,4284,253,0,4,0.059,0.0158
"177",30,0,0,2229,2260,2,3,2542,149,0,6,0.0586,0.0402
"178",30,0,0,2229,2385,1,3,24,0,0,0,0,0
"179",30,0,0,2229,2388,1,3,3595,207,0,1,0.0575,0.0048
"180",30,0,0,2324,2427,2,3,2268,91,0,0,0.0401,0
"181",30,0,0,2324,2435,2,3,543,16,0,0,0.0294,0
"182",30,0,0,2324,2436,2,3,235,5,0,0,0.0212,0
"183",30,0,0,2324,2437,2,3,70,5,0,0,0.0714,0
"184",30,0,0,2324,2439,2,3,66,3,0,0,0.0454,0
"185",30,0,0,2241,2448,1,2,3257,273,24,0,0.0838,0.0879
"186",30,0,0,2324,2452,2,3,689,21,0,0,0.0304,0
"187",31,0,0,2082,2033,2,7,4501,65,0,0,0.0144,0
"188",31,0,0,2082,2083,2,7,2681,38,0,0,0.0141,0
"189",31,0,0,2082,2084,2,7,1782,1007,0,0,0.565,0
"190",31,0,0,2082,2085,2,7,852,27,0,0,0.0316,0
"191",31,0,0,2082,2086,2,7,924,58,0,0,0.0627,0
"192",31,0,0,2082,2087,2,7,262,18,0,0,0.0687,0
"193",31,0,0,2082,2091,2,7,2520,113,0,0,0.0448,0
"194",31,0,0,2082,2093,2,7,2683,34,0,0,0.0126,0
"195",31,0,0,2082,2094,2,7,706,35,0,0,0.0495,0
"196",31,0,0,2082,2095,2,7,613,22,0,0,0.0358,0
"197",31,0,0,2082,2097,2,7,776,56,0,0,0.0721,0
"198",31,0,0,2082,2098,2,7,539,29,0,0,0.0538,0
"199",31,0,0,2082,2112,2,7,301,127,0,0,0.4219,0
"200",31,0,0,2082,2113,2,7,813,40,0,0,0.0492,0
"201",31,0,0,2082,2114,2,7,4083,226,0,0,0.0553,0
"202",31,0,0,2082,2129,2,7,5763,443,0,0,0.0768,0
"203",31,0,0,2082,2145,2,7,149,20,0,0,0.1342,0
"204",31,0,0,2230,2249,1,3,2617,179,0,2,0.0683,0.0111
"205",31,0,0,2229,2258,1,3,3329,187,0,5,0.0561,0.0267
"206",31,0,0,2229,2260,2,3,2004,119,0,4,0.0593,0.0336
"207",31,0,0,2229,2385,1,3,15,0,0,0,0,0
"208",31,0,0,2229,2388,1,3,2568,137,0,3,0.0533,0.0218
"209",31,0,0,2324,2427,2,3,1146,57,0,0,0.0497,0
"210",31,0,0,2324,2435,2,3,364,7,0,0,0.0192,0
"211",31,0,0,2324,2436,2,3,258,10,0,1,0.0387,0.1
"212",31,0,0,2324,2437,2,3,46,1,0,0,0.0217,0
"213",31,0,0,2324,2439,2,3,45,5,0,0,0.1111,0
"214",31,0,0,2241,2448,1,2,2699,236,10,0,0.0874,0.0423
"215",31,0,0,2324,2452,2,3,461,11,0,0,0.0238,0
"216",32,0,0,2082,2033,2,7,8595,242,0,0,0.0281,0
"217",32,0,0,2082,2083,2,7,3740,79,0,0,0.0211,0
"218",32,0,0,2082,2084,2,7,2668,1647,0,0,0.6173,0
"219",32,0,0,2082,2085,2,7,1409,63,0,0,0.0447,0
"220",32,0,0,2082,2086,2,7,1286,185,0,0,0.1438,0
"221",32,0,0,2082,2087,2,7,251,21,0,0,0.0836,0
"222",32,0,0,2082,2091,2,7,3401,168,0,0,0.0493,0
"223",32,0,0,2082,2093,2,7,3730,37,0,0,0.0099,0
"224",32,0,0,2082,2094,2,7,1150,44,0,0,0.0382,0
"225",32,0,0,2082,2095,2,7,871,38,0,0,0.0436,0
"226",32,0,0,2082,2097,2,7,1004,75,0,0,0.0747,0
"227",32,0,0,2082,2098,2,7,835,34,0,0,0.0407,0
"228",32,0,0,2082,2112,2,7,417,93,0,0,0.223,0
"229",32,0,0,2082,2113,2,7,1207,46,0,0,0.0381,0
"230",32,0,0,2082,2114,2,7,5617,334,0,0,0.0594,0
"231",32,0,0,2082,2129,2,7,8282,671,0,0,0.081,0
"232",32,0,0,2082,2145,2,7,116,57,0,0,0.4913,0
"233",32,0,0,2230,2249,1,3,3072,212,0,1,0.069,0.0047
"234",32,0,0,2229,2258,1,3,4770,220,0,7,0.0461,0.0318
"235",32,0,0,2229,2260,2,3,2512,139,0,9,0.0553,0.0647
"236",32,0,0,2229,2385,1,3,26,1,0,0,0.0384,0
"237",32,0,0,2229,2388,1,3,3887,211,0,5,0.0542,0.0236
"238",32,0,0,2324,2427,2,3,201,12,0,0,0.0597,0
"239",32,0,0,2324,2435,2,3,515,11,0,0,0.0213,0
"240",32,0,0,2324,2436,2,3,294,18,0,0,0.0612,0
"241",32,0,0,2324,2437,2,3,81,5,0,0,0.0617,0
"242",32,0,0,2324,2439,2,3,80,5,0,0,0.0625,0
"243",32,0,0,2241,2448,1,2,3525,267,20,0,0.0757,0.0749
"244",32,0,0,2324,2452,2,3,673,14,0,0,0.0208,0
"245",33,0,0,2082,2033,2,7,7783,225,0,0,0.0289,0
"246",33,0,0,2082,2083,2,7,3615,181,0,0,0.05,0
"247",33,0,0,2082,2084,2,7,2566,1170,0,0,0.4559,0
"248",33,0,0,2082,2085,2,7,1249,56,0,0,0.0448,0
"249",33,0,0,2082,2086,2,7,1285,80,0,0,0.0622,0
"250",33,0,0,2082,2087,2,7,266,31,0,0,0.1165,0
"251",33,0,0,2082,2091,2,7,3255,130,0,0,0.0399,0
"252",33,0,0,2082,2093,2,7,3612,29,0,0,0.008,0
"253",33,0,0,2082,2094,2,7,1005,47,0,0,0.0467,0
"254",33,0,0,2082,2095,2,7,851,32,0,0,0.0376,0
"255",33,0,0,2082,2097,2,7,1202,38,0,0,0.0316,0
"256",33,0,0,2082,2098,2,7,794,30,0,0,0.0377,0
"257",33,0,0,2082,2112,2,7,398,24,0,0,0.0603,0
"258",33,0,0,2082,2113,2,7,1138,49,0,0,0.043,0
"259",33,0,0,2082,2114,2,7,5488,282,0,0,0.0513,0
"260",33,0,0,2082,2129,2,7,8139,610,0,0,0.0749,0
"261",33,0,0,2082,2145,2,7,112,38,0,0,0.3392,0
"262",33,0,0,2230,2249,1,3,3004,248,0,5,0.0825,0.0201
"263",33,0,0,2229,2258,1,3,4662,215,0,4,0.0461,0.0186
"264",33,0,0,2229,2260,2,3,2714,157,0,4,0.0578,0.0254
"265",33,0,0,2229,2385,1,3,108,9,0,1,0.0833,0.1111
"266",33,0,0,2229,2388,1,3,3960,240,0,2,0.0606,0.0083
"267",33,0,0,2324,2427,2,3,166,2,0,0,0.012,0
"268",33,0,0,2324,2435,2,3,523,15,0,0,0.0286,0
"269",33,0,0,2324,2436,2,3,286,14,0,0,0.0489,0
"270",33,0,0,2324,2437,2,3,72,2,0,0,0.0277,0
"271",33,0,0,2324,2439,2,3,55,2,0,0,0.0363,0
"272",33,0,0,2241,2448,1,2,3489,273,26,0,0.0782,0.0952
"273",33,0,0,2324,2452,2,3,649,20,0,0,0.0308,0
"274",34,0,0,2082,2033,2,7,8094,344,0,0,0.0425,0
"275",34,0,0,2082,2083,2,7,3571,219,0,0,0.0613,0
"276",34,0,0,2082,2084,2,7,2400,1007,0,0,0.4195,0
"277",34,0,0,2082,2085,2,7,1279,46,0,0,0.0359,0
"278",34,0,0,2082,2086,2,7,1224,33,0,0,0.0269,0
"279",34,0,0,2082,2087,2,7,240,38,0,0,0.1583,0
"280",34,0,0,2082,2091,2,7,3257,53,0,0,0.0162,0
"281",34,0,0,2082,2093,2,7,3539,21,0,0,0.0059,0
"282",34,0,0,2082,2094,2,7,979,14,0,0,0.0143,0
"283",34,0,0,2082,2095,2,7,818,31,0,0,0.0378,0
"284",34,0,0,2082,2097,2,7,1086,22,0,0,0.0202,0
"285",34,0,0,2082,2098,2,7,891,21,0,0,0.0235,0
"286",34,0,0,2082,2112,2,7,409,25,0,0,0.0611,0
"287",34,0,0,2082,2113,2,7,1088,15,0,0,0.0137,0
"288",34,0,0,2082,2114,2,7,5249,170,0,0,0.0323,0
"289",34,0,0,2082,2129,2,7,7583,480,0,0,0.0632,0
"290",34,0,0,2082,2145,2,7,180,83,0,0,0.4611,0
"291",34,0,0,2230,2249,1,3,3023,227,0,0,0.075,0
"292",34,0,0,2229,2258,1,3,4521,224,0,8,0.0495,0.0357
"293",34,0,0,2229,2260,2,3,2481,129,0,7,0.0519,0.0542
"294",34,0,0,2229,2385,1,3,131,13,0,0,0.0992,0
"295",34,0,0,2229,2388,1,3,3886,213,0,6,0.0548,0.0281
"296",34,0,0,2324,2427,2,3,182,12,0,0,0.0659,0
"297",34,0,0,2324,2435,2,3,506,11,0,0,0.0217,0
"298",34,0,0,2324,2436,2,3,167,2,0,0,0.0119,0
"299",34,0,0,2324,2437,2,3,59,2,0,0,0.0338,0
"300",34,0,0,2324,2439,2,3,207,10,0,2,0.0483,0.2
"301",34,0,0,2241,2448,1,2,3323,272,18,0,0.0818,0.0661
"302",34,0,0,2324,2452,2,3,675,13,0,0,0.0192,0
"303",35,0,0,2082,2033,2,7,7010,248,0,0,0.0353,0
"304",35,0,0,2082,2083,2,7,2253,51,0,0,0.0226,0
"305",35,0,0,2082,2084,2,7,1955,849,0,0,0.4342,0
"306",35,0,0,2082,2085,2,7,806,19,0,0,0.0235,0
"307",35,0,0,2082,2086,2,7,1241,45,0,0,0.0362,0
"308",35,0,0,2082,2087,2,7,241,29,0,0,0.1203,0
"309",35,0,0,2082,2091,2,7,3483,22,0,0,0.0063,0
"310",35,0,0,2082,2093,2,7,3010,62,0,0,0.0205,0
"311",35,0,0,2082,2094,2,7,375,0,0,0,0,0
"312",35,0,0,2082,2095,2,7,552,1,0,0,0.0018,0
"313",35,0,0,2082,2097,2,7,1151,9,0,0,0.0078,0
"314",35,0,0,2082,2098,2,7,751,8,0,0,0.0106,0
"315",35,0,0,2082,2112,2,7,318,14,0,0,0.044,0
"316",35,0,0,2082,2113,2,7,1088,15,0,0,0.0137,0
"317",35,0,0,2082,2114,2,7,5334,169,0,0,0.0316,0
"318",35,0,0,2082,2129,2,7,7386,361,0,0,0.0488,0
"319",35,0,0,2082,2145,2,7,193,70,0,0,0.3626,0
"320",35,0,0,2230,2249,1,3,3008,206,0,1,0.0684,0.0048
"321",35,0,0,2229,2258,1,3,3446,146,0,1,0.0423,0.0068
"322",35,0,0,2229,2260,2,3,2159,128,0,8,0.0592,0.0625
"323",35,0,0,2229,2385,1,3,140,10,0,0,0.0714,0
"324",35,0,0,2229,2388,1,3,3620,218,0,8,0.0602,0.0366
"325",35,0,0,2324,2427,2,3,168,9,0,0,0.0535,0
"326",35,0,0,2324,2435,2,3,427,11,0,0,0.0257,0
"327",35,0,0,2324,2436,2,3,202,5,0,0,0.0247,0
"328",35,0,0,2324,2437,2,3,28,4,0,0,0.1428,0
"329",35,0,0,2324,2439,2,3,512,31,0,1,0.0605,0.0322
"330",35,0,0,2241,2448,1,2,2841,199,9,0,0.07,0.0452
"331",35,0,0,2324,2452,2,3,532,14,0,0,0.0263,0
"332",35,0,0,2324,2471,2,3,209,9,0,0,0.043,0
"333",35,0,0,2324,2472,2,3,226,10,0,0,0.0442,0
"334",35,0,0,2324,2473,2,3,236,7,0,0,0.0296,0
"335",35,0,0,2324,2474,2,3,1249,41,0,1,0.0328,0.0243
"336",35,0,0,2324,2475,2,3,1090,42,0,0,0.0385,0
"337",35,0,0,2324,2476,2,3,227,8,0,0,0.0352,0
"338",35,0,0,2324,2477,2,3,13,0,0,0,0,0
"339",35,0,0,2324,2478,2,3,963,55,0,1,0.0571,0.0181
"340",35,0,0,2324,2479,2,3,970,42,0,4,0.0432,0.0952
"341",35,0,0,2324,2480,2,3,195,4,0,0,0.0205,0
"342",35,0,0,2324,2481,2,3,1652,76,0,3,0.046,0.0394
"343",35,0,0,2324,2482,2,3,220,10,0,0,0.0454,0
"344",35,0,0,2324,2483,2,3,1044,46,0,0,0.044,0
"345",35,0,0,2324,2484,2,3,229,13,0,0,0.0567,0
"346",35,0,0,2324,2485,2,3,1061,45,0,0,0.0424,0
"347",36,0,0,2082,2033,2,7,7916,182,0,0,0.0229,0
"348",36,0,0,2082,2083,2,7,1999,43,0,0,0.0215,0
"349",36,0,0,2082,2084,2,7,1700,693,0,0,0.4076,0
"350",36,0,0,2082,2085,2,7,633,20,0,0,0.0315,0
"351",36,0,0,2082,2086,2,7,1399,43,0,0,0.0307,0
"352",36,0,0,2082,2087,2,7,276,17,0,0,0.0615,0
"353",36,0,0,2082,2091,2,7,3878,31,0,0,0.0079,0
"354",36,0,0,2082,2093,2,7,3179,111,0,0,0.0349,0
"355",36,0,0,2082,2094,2,7,279,0,0,0,0,0
"356",36,0,0,2082,2095,2,7,438,4,0,0,0.0091,0
"357",36,0,0,2082,2097,2,7,1222,16,0,0,0.013,0
"358",36,0,0,2082,2098,2,7,728,5,0,0,0.0068,0
"359",36,0,0,2082,2112,2,7,308,9,0,0,0.0292,0
"360",36,0,0,2082,2113,2,7,1099,13,0,0,0.0118,0
"361",36,0,0,2082,2114,2,7,5232,149,0,0,0.0284,0
"362",36,0,0,2082,2129,2,7,7516,440,0,0,0.0585,0
"363",36,0,0,2082,2145,2,7,191,68,0,0,0.356,0
"364",36,0,0,2230,2249,1,3,2380,187,0,4,0.0785,0.0213
"365",36,0,0,2229,2258,1,3,2940,152,0,3,0.0517,0.0197
"366",36,0,0,2229,2260,2,3,2278,110,0,1,0.0482,0.009
"367",36,0,0,2229,2385,1,3,68,6,0,1,0.0882,0.1666
"368",36,0,0,2229,2388,1,3,4058,244,0,3,0.0601,0.0122
"369",36,0,0,2324,2427,2,3,158,8,0,0,0.0506,0
"370",36,0,0,2324,2435,2,3,473,11,0,0,0.0232,0
"371",36,0,0,2324,2436,2,3,211,5,0,0,0.0236,0
"372",36,0,0,2324,2437,2,3,26,2,0,0,0.0769,0
"373",36,0,0,2324,2439,2,3,410,24,0,0,0.0585,0
"374",36,0,0,2241,2448,1,2,2372,162,11,0,0.0682,0.0679
"375",36,0,0,2324,2452,2,3,164,4,0,0,0.0243,0
"376",36,0,0,2324,2471,2,3,326,10,0,0,0.0306,0
"377",36,0,0,2324,2472,2,3,302,13,0,0,0.043,0
"378",36,0,0,2324,2473,2,3,294,5,0,0,0.017,0
"379",36,0,0,2324,2474,2,3,1862,63,0,1,0.0338,0.0158
"380",36,0,0,2324,2475,2,3,166,7,0,0,0.0421,0
"381",36,0,0,2324,2476,2,3,286,28,0,0,0.0979,0
"382",36,0,0,2324,2477,2,3,36,2,0,0,0.0555,0
"383",36,0,0,2324,2478,2,3,742,47,0,0,0.0633,0
"384",36,0,0,2324,2479,2,3,1872,72,0,4,0.0384,0.0555
"385",36,0,0,2324,2480,2,3,300,17,0,0,0.0566,0
"386",36,0,0,2324,2481,2,3,2864,107,0,4,0.0373,0.0373
"387",36,0,0,2324,2482,2,3,308,19,0,0,0.0616,0
"388",36,0,0,2324,2483,2,3,492,20,0,0,0.0406,0
"389",36,0,0,2324,2484,2,3,325,9,0,0,0.0276,0
"390",36,0,0,2324,2485,2,3,313,5,0,0,0.0159,0
"391",37,0,0,2082,2033,2,7,8165,226,0,0,0.0276,0
"392",37,0,0,2082,2083,2,7,2003,42,0,0,0.0209,0
"393",37,0,0,2082,2084,2,7,2066,953,0,0,0.4612,0
"394",37,0,0,2082,2085,2,7,659,18,0,0,0.0273,0
"395",37,0,0,2082,2086,2,7,1310,30,0,0,0.0229,0
"396",37,0,0,2082,2087,2,7,226,22,0,0,0.0973,0
"397",37,0,0,2082,2091,2,7,2739,26,0,0,0.0094,0
"398",37,0,0,2082,2093,2,7,2879,101,0,0,0.035,0
"399",37,0,0,2082,2094,2,7,364,0,0,0,0,0
"400",37,0,0,2082,2095,2,7,390,0,0,0,0,0
